city,country,venue,opening_acts,revenue,tour,attendance,venue_seats,empty_seats,avg_ticket_cost,est_lost_income,max_possible_revenue
Foxborough,United States,Gillette Stadium,"Camila Cabello, Charli XCX",21779846,Reputation_Stadium_Tour,174764,174764,0,124.62432766473644,0.0,21779846.0
Foxborough,United States,Gillette Stadium,"Camila Cabello, Charli XCX",21779846,Reputation_Stadium_Tour,174764,174764,0,124.62432766473644,0.0,21779846.0
Foxborough,United States,Gillette Stadium,"Camila Cabello, Charli XCX",21779846,Reputation_Stadium_Tour,174764,174764,0,124.62432766473644,0.0,21779846.0
Toronto,Canada,Rogers Centre,"Camila Cabello, Charli XCX",11177000,Reputation_Stadium_Tour,100310,100310,0,111.42458379025022,0.0,11177000.0
Toronto,Canada,Rogers Centre,"Camila Cabello, Charli XCX",11177000,Reputation_Stadium_Tour,100310,100310,0,111.42458379025022,0.0,11177000.0
Pittsburgh,United States,Heinz Field,"Camila Cabello, Charli XCX",6230876,Reputation_Stadium_Tour,56445,56445,0,110.38844893258924,0.0,6230876.0
Atlanta,United States,Mercedes-Benz Stadium,"Camila Cabello, Charli XCX",18089415,Reputation_Stadium_Tour,116746,116746,0,154.94676477138404,0.0,18089415.0
Atlanta,United States,Mercedes-Benz Stadium,"Camila Cabello, Charli XCX",18089415,Reputation_Stadium_Tour,116746,116746,0,154.94676477138404,0.0,18089415.0
Tampa,United States,Raymond James Stadium,"Camila Cabello, Charli XCX",7244264,Reputation_Stadium_Tour,55909,55909,0,129.57241231286554,0.0,7244263.999999999
Miami Gardens,United States,Hard Rock Stadium,"Camila Cabello, Charli XCX",7072164,Reputation_Stadium_Tour,47818,47818,0,147.89752812748338,0.0,7072164.0
Nashville,United States,Nissan Stadium,"Camila Cabello, Charli XCX",9007179,Reputation_Stadium_Tour,56112,56112,0,160.52143926432848,0.0,9007179.0
Detroit,United States,Ford Field,"Camila Cabello, Charli XCX",6597852,Reputation_Stadium_Tour,49464,49464,0,133.38694808345463,0.0,6597852.0
Minneapolis,United States,U.S. Bank Stadium,"Camila Cabello, Charli XCX",10242024,Reputation_Stadium_Tour,98774,98774,0,103.6914977625691,0.0,10242024.0
Minneapolis,United States,U.S. Bank Stadium,"Camila Cabello, Charli XCX",10242024,Reputation_Stadium_Tour,98774,98774,0,103.6914977625691,0.0,10242024.0
Kansas City,United States,Arrowhead Stadium,"Camila Cabello, Charli XCX",6730138,Reputation_Stadium_Tour,58611,58611,0,114.82721673406016,0.0,6730138.0
Indianapolis,United States,Lucas Oil Stadium,"Camila Cabello, Charli XCX",6531245,Reputation_Stadium_Tour,55729,55729,0,117.1965224568896,0.0,6531245.0
St. Louis,United States,The Dome at America's Center,"Camila Cabello, Charli XCX",4884054,Reputation_Stadium_Tour,47831,47831,0,102.11063954339237,0.0,4884054.0
New Orleans,United States,Mercedes-Benz Superdome,"Camila Cabello, Charli XCX",6491546,Reputation_Stadium_Tour,53172,53172,0,122.08579703603401,0.0,6491546.0
Houston,United States,NRG Stadium,"Camila Cabello, Charli XCX",9350275,Reputation_Stadium_Tour,53800,53800,0,173.79693308550185,0.0,9350275.0
Arlington,United States,AT&T Stadium,"Camila Cabello, Charli XCX",15006157,Reputation_Stadium_Tour,105002,105002,0,142.91305879888003,0.0,15006157.0
Arlington,United States,AT&T Stadium,"Camila Cabello, Charli XCX",15006157,Reputation_Stadium_Tour,105002,105002,0,142.91305879888003,0.0,15006157.0
Perth,Australia,Optus Stadium,"Charli XCX, Broods",4153658,Reputation_Stadium_Tour,50891,50891,0,81.61871450747677,0.0,4153658.0
Melbourne,Australia,Marvel Stadium,"Charli XCX, Broods",6755570,Reputation_Stadium_Tour,63027,63027,0,107.18533326986847,0.0,6755570.0
Sydney,Australia,ANZ Stadium,"Charli XCX, Broods",7686564,Reputation_Stadium_Tour,72805,72805,0,105.57741913330129,0.0,7686564.000000001
Brisbane,Australia,The Gabba,"Charli XCX, Broods",4338127,Reputation_Stadium_Tour,43907,43907,0,98.8026282825062,0.0,4338127.0
Auckland,New Zealand,Mount Smart Stadium,"Charli XCX, Broods",3617593,Reputation_Stadium_Tour,35749,35749,0,101.19424319561386,0.0,3617593.0
Tokyo,Japan,Tokyo Dome,Charli XCX,14859847,Reputation_Stadium_Tour,100109,100109,0,148.4366740253124,0.0,14859847.0
Tokyo,Japan,Tokyo Dome,Charli XCX,14859847,Reputation_Stadium_Tour,100109,100109,0,148.4366740253124,0.0,14859847.0
